timestamp,datetime,best_bid,best_ask,bid_volume,ask_volume
1755827282,2025-08-21 21:48:02,0.2927,0.2928,0.00,0.00
1755827283,2025-08-21 21:48:03,0.2927,0.2928,0.00,0.00
1755827288,2025-08-21 21:48:08,0.2927,0.2928,0.00,0.00
1755827289,2025-08-21 21:48:09,0.2927,0.2928,0.00,0.00
1755827294,2025-08-21 21:48:14,0.2927,0.2928,0.00,0.00
1755827295,2025-08-21 21:48:15,0.2927,0.2928,0.00,0.00
1755827301,2025-08-21 21:48:21,0.2927,0.2928,0.00,0.00
1755827302,2025-08-21 21:48:22,0.2927,0.2928,0.00,0.00
1755827307,2025-08-21 21:48:27,0.2927,0.2928,0.00,0.00
1755827308,2025-08-21 21:48:28,0.2927,0.2928,0.00,0.00
1755827313,2025-08-21 21:48:33,0.2927,0.2928,0.00,0.00
1755827314,2025-08-21 21:48:34,0.2927,0.2928,0.00,0.00
1755827320,2025-08-21 21:48:40,0.2927,0.2928,0.00,0.00
1755827321,2025-08-21 21:48:41,0.2927,0.2928,0.00,0.00
1755827326,2025-08-21 21:48:46,0.2927,0.2928,0.00,0.00
1755827327,2025-08-21 21:48:47,0.2927,0.2928,0.00,0.00
1755827332,2025-08-21 21:48:52,0.2926,0.2927,0.00,0.00
1755827333,2025-08-21 21:48:53,0.2926,0.2927,0.00,0.00
1755827339,2025-08-21 21:48:59,0.2925,0.2926,0.00,0.00
1755827340,2025-08-21 21:49:00,0.2925,0.2926,0.00,0.00
1755827345,2025-08-21 21:49:05,0.2925,0.2926,0.00,0.00
1755827346,2025-08-21 21:49:06,0.2926,0.2927,0.00,0.00
1755827351,2025-08-21 21:49:11,0.2926,0.2927,0.00,0.00
1755827353,2025-08-21 21:49:13,0.2926,0.2927,0.00,0.00
1755827358,2025-08-21 21:49:18,0.2926,0.2927,0.00,0.00
1755827359,2025-08-21 21:49:19,0.2926,0.2927,0.00,0.00
1755827364,2025-08-21 21:49:24,0.2927,0.2928,0.00,0.00
1755827365,2025-08-21 21:49:25,0.2927,0.2928,0.00,0.00
1755827371,2025-08-21 21:49:31,0.2926,0.2927,0.00,0.00
1755827372,2025-08-21 21:49:32,0.2926,0.2927,0.00,0.00
1755827377,2025-08-21 21:49:37,0.2926,0.2927,0.00,0.00
1755827378,2025-08-21 21:49:38,0.2926,0.2927,0.00,0.00
1755827384,2025-08-21 21:49:44,0.2926,0.2927,0.00,0.00
1755827385,2025-08-21 21:49:45,0.2926,0.2927,0.00,0.00
1755827390,2025-08-21 21:49:50,0.2926,0.2927,0.00,0.00
1755827391,2025-08-21 21:49:51,0.2926,0.2927,0.00,0.00
1755827396,2025-08-21 21:49:56,0.2925,0.2926,0.00,0.00
1755827397,2025-08-21 21:49:57,0.2925,0.2926,0.00,0.00
